Building ID,Market,Street Address,City,State,Postal Code,Latitude,Longitude,On Zayo Network Status,Net Classification,Type,Network Proximity,Estimated Build Cost
Bldg-115569,Atlanta,1708 Peachtree St NW,Atlanta,GA,30309,33.800343,-84.393364,On Zayo Network,Fiber Only,Office - Multi Tenant,254.68,17640.4
Bldg-115584,Atlanta,229 Peachtree St NE,Atlanta,GA,30303,33.7597669,-84.3865199,On Zayo Network,Fiber Only,Office - Multi Tenant,705.93,26942.32
Bldg-115570,Atlanta,1718 Peachtree St NW,Atlanta,GA,30309,33.8009956,-84.3932727,On Zayo Network,Fiber Only,Office - Multi Tenant,126.75,13802.5
Bldg-115577,Atlanta,1845 Satellite Blvd,Duluth,GA,30097,33.9961886,-84.0890858,Not on Zayo Network,Fiber Only,Clinic,441.6,23248
Bldg-115674,Atlanta,6180 Atlantic Blvd,Norcross,GA,30071,33.9418516,-84.230536,On Zayo Network,Fiber Only,Office - Multi Tenant,2077.76,59866.24
Bldg-115571,Atlanta,1720 Peachtree St NW,Atlanta,GA,30309,33.800922,-84.393502,On Zayo Network,Fiber Only,Office - Multi Tenant,198.92,15967.6
Bldg-115578,Atlanta,189 Cobb Pkwy N,Marietta,GA,30062,33.9554403,-84.5248109,Not on Zayo Network,Fiber Only,Office - Multi Tenant,471.96,24158.8
Bldg-115572,Atlanta,1776 Peachtree St NW,Atlanta,GA,30309,33.802939,-84.3932189,On Zayo Network,Fiber Only,Office - Multi Tenant,38.93,11167.9
Bldg-115604,Atlanta,303 Peachtree St NE,Atlanta,GA,30308,33.76274,-84.386713,On Zayo Network,Restricted,Office - Multi Tenant,1351.83,42443.92
Bldg-115690,Atlanta,9755 Dogwood Rd,Roswell,GA,30075,34.017444,-84.328706,On Zayo Network,Fiber Only,Office - Multi Tenant,176.67,15300.1
Bldg-115579,Atlanta,2001 Peachtree Rd NE,Atlanta,GA,30309,33.8088279,-84.3929973,On Zayo Network,Fiber Only,Office - Multi Tenant,146.47,14394.1
Bldg-115593,Atlanta,2520 Windy Hill Rd SE,Marietta,GA,30067,33.900341,-84.4805,On Zayo Network,Fiber Only,Office - Multi Tenant,424.08,22722.4
Bldg-115573,Atlanta,1800 Peachtree St NW,Atlanta,GA,30309,33.8036835,-84.3941137,On Zayo Network,Fiber Only,Office - Multi Tenant,225.47,16764.1
Bldg-115595,Atlanta,2650 Holcomb Bridge Rd,Alpharetta,GA,30022,33.9991481,-84.284317,Not on Zayo Network,Fiber Only,Office - Multi Tenant,117.23,13516.9
Bldg-115678,Atlanta,675 Seminole Ave NE,Atlanta,GA,30307,33.772949,-84.350454,On Zayo Network,Fiber Only,Office - Multi Tenant,1043.5,35044
Bldg-115583,Atlanta,225 Peachtree St NE,Atlanta,GA,30303,33.7605694,-84.387285,On Zayo Network,Fiber Only,Office - Multi Tenant,992.57,33821.68
Bldg-115575,Atlanta,1819 Peachtree Rd NE,Atlanta,GA,30309,33.8045237,-84.3929497,On Zayo Network,Fiber Only,Office - Multi Tenant,199.81,15994.3
Bldg-115691,Atlanta,980 Johnson Ferry Rd NE,Atlanta,GA,30342,33.9082938,-84.3556154,On Zayo Network,Fiber Only,Hospital,884.14,31219.36
Bldg-115585,Atlanta,230 Peachtree St NW,Atlanta,GA,30303,33.7601913,-84.3880353,On Zayo Network,Fiber Only,Office - Multi Tenant,1180.79,38338.96
Bldg-115636,Atlanta,4300 Paces Ferry Rd SE,Atlanta,GA,30339,33.8653747,-84.4669065,Not on Zayo Network,Fiber Only,Retail - Multi Tenant,107.89,13236.7
Bldg-115576,Atlanta,1827 Powers Ferry Rd SE,Atlanta,GA,30339,33.908517,-84.463637,On Zayo Network,Fiber Only,Office - Multi Tenant,310.7,19321
Bldg-115639,Atlanta,4751 Best Rd,Atlanta,GA,30337,33.6259531,-84.4586463,On Zayo Network,Fiber Only,Office - Multi Tenant,158.06,14741.8
Bldg-115600,Atlanta,2964 Peachtree Rd NW,Atlanta,GA,30305,33.8356925,-84.3824419,On Zayo Network,Fiber Only,Office - Multi Tenant,133.61,14008.3
Bldg-115650,Atlanta,550 Pharr Rd NE,Atlanta,GA,30305,33.83734,-84.3700438,On Zayo Network,Fiber Only,Cell Site,102.85,13085.5
Bldg-115586,Atlanta,230 Spring St NW,Atlanta,GA,30303,33.7607413,-84.3892784,Not on Zayo Network,Fiber Only,Office - Multi Tenant,847.47,30339.28
Bldg-115618,Atlanta,3400 Old Milton Pkwy - Bldg A,Alpharetta,GA,30005,34.069407,-84.262508,On Zayo Network,Fiber Only,Hospital,528.63,22687.12
Bldg-115676,Atlanta,6400 Powers Ferry Rd,Atlanta,GA,30339,33.9037823,-84.4307162,On Zayo Network,Fiber Only,Office - Multi Tenant,320.36,19610.8
Bldg-115587,Atlanta,2300 Henderson Mill Rd NE,Atlanta,GA,30345,33.8526683,-84.2597995,On Zayo Network,Fiber Only,Office - Multi Tenant,250.39,17511.7
Bldg-115588,Atlanta,2300 Holcomb Bridge Rd,Roswell,GA,30076,34.0064608,-84.2943634,On Zayo Network,Fiber Only,Retail - Single Tenant,1105.41,36529.84
Bldg-115655,Atlanta,56 Perimeter Ctr E,Atlanta,GA,30346,33.921331,-84.329609,On Zayo Network,On-Net,Office - Multi Tenant,2754.48,76107.52
Bldg-115596,Atlanta,2662 Holcomb Bridge Rd,Alpharetta,GA,30022,33.997997,-84.2839836,Not on Zayo Network,Fiber Only,Office - Multi Tenant,121.66,13649.8
Bldg-115619,Atlanta,3400 Peachtree Rd NE,Atlanta,GA,30326,33.8495386,-84.3644881,On Zayo Network,Fiber Only,Office - Multi Tenant,130.23,13906.9
Bldg-115589,Atlanta,233 Peachtree St NE,Atlanta,GA,30303,33.760751,-84.386409,On Zayo Network,Restricted,Office - Multi Tenant,777.26,28654.24
Bldg-115653,Atlanta,555 Sun Valley Dr,Roswell,GA,30076,34.053233,-84.3380427,Not on Zayo Network,Fiber Only,Office - Multi Tenant,1014.01,34336.24
Bldg-115613,Atlanta,3330 Cumberland Blvd SE,Atlanta,GA,30339,33.874246,-84.458504,On Zayo Network,Fiber Only,Office - Multi Tenant,628.91,25093.84
Bldg-115597,Atlanta,2801 Buford Hwy NE,Atlanta,GA,30329,33.830357,-84.342593,On Zayo Network,Fiber Only,Office - Multi Tenant,69.82,12094.6
Bldg-115622,Atlanta,3475 Lenox Rd NE,Atlanta,GA,30326,33.8492399,-84.360604,On Zayo Network,Fiber Only,Office - Multi Tenant,394.59,21837.7
Bldg-115590,Atlanta,235 Peachtree St SW,Atlanta,GA,30303,33.7604038,-84.3874663,On Zayo Network,Fiber Only,Office - Multi Tenant,1027.61,34662.64
Bldg-115634,Atlanta,400 Perimeter Center Ter NE,Atlanta,GA,30346,33.930077,-84.338303,On Zayo Network,Fiber Only,Office - Multi Tenant,263.5,17905
Bldg-115603,Atlanta,3005 Old Alabama Rd,Alpharetta,GA,30022,34.021778,-84.272529,Not on Zayo Network,Fiber Only,Retail - Multi Tenant,5148.98,133575.52
Bldg-115645,Atlanta,530 Means St NW,Atlanta,GA,30318,33.772352,-84.404982,On Zayo Network,Fiber Only,Office - Multi Tenant,427.96,22838.8
Bldg-115626,Atlanta,3520 Piedmont Rd NE,Atlanta,GA,30305,33.8490158,-84.3797371,On Zayo Network,Fiber Only,Office - Multi Tenant,676.09,26226.16
Bldg-115679,Atlanta,6849 Peachtree Dunwoody Rd,Atlanta,GA,30328,33.9418155,-84.3520214,Not on Zayo Network,Fiber Only,Office - Multi Tenant,895.38,31489.12
Bldg-115598,Atlanta,285 Peachtree Center Ave NE,Atlanta,GA,30303,33.761985,-84.385582,On Zayo Network,Fiber Only,Office - Multi Tenant,939.72,32553.28
Bldg-115591,Atlanta,2470 Windy Hill Rd SE,Marietta,GA,30067,33.9019703,-84.4825916,On Zayo Network,Fiber Only,Office - Multi Tenant,524.48,22587.52
Bldg-115638,Atlanta,4505 Ashford Dunwoody Rd NE,Atlanta,GA,30346,33.9247769,-84.3359066,On Zayo Network,Fiber Only,Retail: Sm Shopping Mall,538.36,22920.64
Bldg-115665,Atlanta,590 Means St NW,Atlanta,GA,30318,33.773715,-84.406833,On Zayo Network,Fiber Only,Office - Single Tenant,732.75,27586
Bldg-115599,Atlanta,2900 Peachtree Rd NW,Atlanta,GA,30305,33.8354064,-84.3826583,On Zayo Network,Fiber Only,Retail: Sm Shopping Mall,156.45,14693.5
Bldg-115592,Atlanta,2500 Hospital Blvd,Roswell,GA,30076,34.0625666,-84.3217129,Not on Zayo Network,Fiber Only,Hospital,320.54,19616.2
Bldg-115671,Atlanta,6075 Roswell Rd,Atlanta,GA,30328,33.9208053,-84.3784561,Not on Zayo Network,Fiber Only,Office - Multi Tenant,344.79,20343.7
Bldg-115601,Atlanta,2970 Peachtree Rd NW,Atlanta,GA,30305,33.836306,-84.382862,On Zayo Network,Fiber Only,Office - Multi Tenant,331.94,19958.2
Bldg-115594,Atlanta,260 Peachtree St NW,Atlanta,GA,30303,33.7614334,-84.3877432,On Zayo Network,Fiber Only,Office - Multi Tenant,1252.71,40065.04
Bldg-115615,Atlanta,3344 Peachtree Rd NE,Atlanta,GA,30326,33.8469716,-84.3685284,On Zayo Network,Fiber Only,Office - Multi Tenant,68.79,12063.7
Bldg-115640,Atlanta,477 Windsor St SW,Atlanta,GA,30312,33.7412592,-84.3996852,On Zayo Network,Fiber Only,Office - Single Tenant,1704.55,50909.2
Bldg-115602,Atlanta,3000 Northwoods Pkwy NW,Norcross,GA,30071,33.9594505,-84.1962039,On Zayo Network,Fiber Only,Office - Multi Tenant,276.86,18305.8
Bldg-115606,Atlanta,3050 Peachtree Rd NW,Atlanta,GA,30305,33.8386962,-84.3810738,On Zayo Network,Fiber Only,Office - Multi Tenant,523.85,22572.4
Bldg-115646,Atlanta,5300 Memorial Dr,Stone Mountain,GA,30083,33.8005251,-84.2218363,Not on Zayo Network,Fiber Only,Office - Multi Tenant,328.38,19851.4
Bldg-115616,Atlanta,3384 Peachtree Rd NE,Atlanta,GA,30326,33.8494529,-84.3654799,On Zayo Network,Fiber Only,Office - Multi Tenant,120.82,13624.6
Bldg-115670,Atlanta,6000 Lake Forrest Dr NE,Atlanta,GA,30328,33.919861,-84.38899,On Zayo Network,Fiber Only,Office - Multi Tenant,617.14,24811.36
Bldg-115607,Atlanta,3100 Breckinridge Blvd,Duluth,GA,30096,33.9545411,-84.1130972,Not on Zayo Network,Fiber Only,Office - Multi Tenant,270.26,18107.8
Bldg-115617,Atlanta,3400 Corporate Way,Duluth,GA,30096,34.015742,-84.166654,On Zayo Network,Fiber Only,Office - Multi Tenant,198.49,15954.7
Bldg-115620,Atlanta,3415 Duluth Hwy 120,Duluth,GA,30096,34.0000269,-84.1416912,Not on Zayo Network,Fiber Only,Office - Multi Tenant,271.83,18154.9
Bldg-115608,Atlanta,3175 Satellite Blvd - Bldg 600,Duluth,GA,30096,33.9625244,-84.116976,On Zayo Network,Fiber Only,Office - Multi Tenant,302.93,19087.9
Bldg-115621,Atlanta,3460 Summit Ridge Pkwy,Duluth,GA,30096,33.9868518,-84.1681604,Not on Zayo Network,Fiber Only,Office - Multi Tenant,688.76,26530.24
Bldg-115611,Atlanta,3290 Northside Pkwy NW,Atlanta,GA,30327,33.844641,-84.426731,On Zayo Network,Fiber Only,Office - Multi Tenant,179.67,15390.1
Bldg-115623,Atlanta,3483 Satellite Blvd,Duluth,GA,30096,33.96337,-84.1326098,On Zayo Network,Fiber Only,Office - Multi Tenant,808.33,29399.92
Bldg-115686,Atlanta,900 Ashwood Pkwy,Atlanta,GA,30338,33.9322824,-84.3403893,On Zayo Network,Fiber Only,Office - Multi Tenant,338.96,20168.8
Bldg-115612,Atlanta,3296 Summit Ridge Pkwy,Duluth,GA,30096,33.9847288,-84.1638409,Not on Zayo Network,Fiber Only,Office - Multi Tenant,2128.21,61077.04
Bldg-115624,Atlanta,3495 Piedmont Rd NE,Atlanta,GA,30305,33.8524701,-84.3756382,Not on Zayo Network,Fiber Only,Office - Multi Tenant,1054.01,35296.24
Bldg-115660,Atlanta,5673 Peachtree Dunwoody Rd,Atlanta,GA,30342,33.9103623,-84.3504427,Not on Zayo Network,Fiber Only,Clinic,632.36,25176.64
Bldg-115614,Atlanta,3330 Piedmont Rd NE,Atlanta,GA,30305,33.8457571,-84.3745906,On Zayo Network,Fiber Only,Retail: Sm Shopping Mall,632.79,25186.96
Bldg-115682,Atlanta,75 14th St NE,Atlanta,GA,30309,33.786235,-84.385366,On Zayo Network,Fiber Only,Hotel & Inn,187.34,15620.2
Bldg-115625,Atlanta,35 Collier Rd NW,Atlanta,GA,30309,33.8084427,-84.3959591,On Zayo Network,Fiber Only,Hospital,187.53,15625.9
Bldg-115633,Atlanta,4 Executive Park Dr NE,Atlanta,GA,30329,33.8278244,-84.3377043,On Zayo Network,Fiber Only,Office - Multi Tenant,199.8,15994
Bldg-115627,Atlanta,3525 Piedmont Rd NE Bldg 7,Atlanta,GA,30305,33.8514034,-84.377017,On Zayo Network,Fiber Only,Office - Multi Tenant,508.59,22206.16
Bldg-115628,Atlanta,3575 Piedmont Rd NE,Atlanta,GA,30305,33.853854,-84.378945,On Zayo Network,Fiber Only,Office - Multi Tenant,227.36,16820.8
Bldg-115641,Atlanta,500 Bishop St NW,Atlanta,GA,30318,33.7918985,-84.4041391,Not on Zayo Network,Fiber Only,Retail - Multi Tenant,1193.78,38650.72
Bldg-115629,Atlanta,3850 Holcomb Bridge Rd,Peachtree Corners,GA,30092,33.964483,-84.251062,Not on Zayo Network,Fiber Only,Office - Multi Tenant,336.12,20083.6
Bldg-115693,Atlanta,993 Johnson Ferry Rd NE Bldg F,Atlanta,GA,30342,33.905436,-84.356977,On Zayo Network,Fiber Only,Hospital,1188.86,38532.64
Bldg-115643,Atlanta,5076 Winters Chapel Rd,Atlanta,GA,30360,33.9447008,-84.271321,On Zayo Network,Fiber Only,Office - Multi Tenant,1052.4,35257.6
Bldg-115688,Atlanta,960 Johnson Ferry Rd NE,Atlanta,GA,30342,33.9080656,-84.3561009,On Zayo Network,Fiber Only,Hospital,979.19,33500.56
Bldg-115631,Atlanta,3983 Lavista Rd,Tucker,GA,30084,33.844261,-84.2547355,Not on Zayo Network,Fiber Only,Office - Multi Tenant,440.48,23214.4
Bldg-115647,Atlanta,540 Powder Springs St,Marietta,GA,30064,33.9410089,-84.5526856,Not on Zayo Network,Fiber Only,Office - Multi Tenant,204.81,16144.3
Bldg-115687,Atlanta,95 Collier Rd NW,Atlanta,GA,30309,33.8081167,-84.3955462,On Zayo Network,Fiber Only,Hospital,162.26,14867.8
Bldg-115632,Atlanta,3999 Austelltell Rd SW,Austell,GA,30106,33.8569583,-84.6005041,Not on Zayo Network,Fiber Only,Office - Multi Tenant,210.26,16307.8
Bldg-115648,Atlanta,5445 Meridian Marks Rd NE,Atlanta,GA,30342,33.903535,-84.354076,On Zayo Network,Fiber Only,Office - Multi Tenant,306.94,19208.2
Bldg-115675,Atlanta,6290 Abbotts Bridge Rd,Duluth,GA,30097,34.0449193,-84.1756747,Not on Zayo Network,Fiber Only,Office - Multi Tenant,134.23,14026.9
Bldg-115635,Atlanta,4151 Ashford Dunwoody Rd NE,Atlanta,GA,30319,33.916523,-84.336495,On Zayo Network,Fiber Only,Office - Multi Tenant,350.03,20500.9
Bldg-115651,Atlanta,5505 Peachtree Dunwoody Rd,Atlanta,GA,30342,33.903895,-84.352272,On Zayo Network,Fiber Only,Office - Multi Tenant,237.77,17133.1
Bldg-115637,Atlanta,4487 Park Dr,Norcross,GA,30093,33.9349,-84.1529538,Not on Zayo Network,Fiber Only,Office - Multi Tenant,289.44,18683.2
Bldg-115652,Atlanta,5530 Windward Pkwy,Alpharetta,GA,30004,34.0893366,-84.2652227,Not on Zayo Network,Fiber Only,Retail - Multi Tenant,608.75,24610
Bldg-115654,Atlanta,5555 Peachtree Dunwoody Rd,Atlanta,GA,30342,33.905976,-84.3519061,On Zayo Network,Fiber Only,Office - Multi Tenant,333.26,19997.8
Bldg-115664,Atlanta,5887 Glenridge Dr NE,Atlanta,GA,30328,33.9165866,-84.3614521,On Zayo Network,Fiber Only,Office - Multi Tenant,290.97,18729.1
Bldg-115657,Atlanta,5667 Peachtree Dunwoody Rd,Atlanta,GA,30342,33.9094989,-84.350897,On Zayo Network,Fiber Only,Hospital,395.84,21875.2
Bldg-115667,Atlanta,600 Means St NW,Atlanta,GA,30318,33.7738519,-84.4072224,On Zayo Network,Fiber Only,Office - Multi Tenant,857.44,30578.56
Bldg-115666,Atlanta,600 Houze Way,Roswell,GA,30076,34.0471569,-84.3430674,Not on Zayo Network,Fiber Only,Office - Multi Tenant,1070.52,35692.48
Bldg-115658,Atlanta,5669 Peachtree Dunwoody Rd NE,Atlanta,GA,30342,33.9093242,-84.3497314,Not on Zayo Network,Fiber Only,Hospital,733.35,27600.4
Bldg-115668,Atlanta,600 S Central Ave,Atlanta,GA,30354,33.657797,-84.407699,On Zayo Network,Fiber Only,Office - Single Tenant,73.01,12190.3
Bldg-115672,Atlanta,6100 Lake Forrest Dr,Atlanta,GA,30328,33.9204189,-84.3880152,On Zayo Network,Fiber Only,Office - Multi Tenant,536.19,22868.56
Bldg-115661,Atlanta,5775 Glenridge Dr,Atlanta,GA,30328,33.9121811,-84.3601206,Not on Zayo Network,Fiber Only,Office - Multi Tenant,1728.27,51478.48
Bldg-115692,Atlanta,9925 Haynes Bridge Rd,Alpharetta,GA,30022,34.022098,-84.269867,Not on Zayo Network,Fiber Only,Retail - Multi Tenant,5951.7,152840.8
Bldg-115669,Atlanta,600 W Peachtree St NW,Atlanta,GA,30308,33.7707978,-84.3878263,On Zayo Network,Fiber Only,Office - Multi Tenant,164.2,14926
Bldg-115662,Atlanta,5871 Glenridge Dr,Atlanta,GA,30328,33.915736,-84.361497,On Zayo Network,Fiber Only,Office - Multi Tenant,400.08,22002.4
Bldg-115673,Atlanta,6111 Peachtree Dunwoody Rd,Atlanta,GA,30328,33.9215131,-84.3494256,Not on Zayo Network,Fiber Only,Office - Multi Tenant,553.35,23280.4
Bldg-115663,Atlanta,5885 Glenridge Dr,Atlanta,GA,30328,33.9164347,-84.359765,On Zayo Network,Fiber Only,Office - Multi Tenant,802.86,29268.64
Bldg-115677,Atlanta,645 Hembree Pkwy,Roswell,GA,30076,34.0576254,-84.3171117,Not on Zayo Network,Fiber Only,Office - Multi Tenant,263.98,17919.4
Bldg-115680,Atlanta,707 Whitlock Ave SW,Marietta,GA,30064,33.9509612,-84.5731066,Not on Zayo Network,Fiber Only,Office - Multi Tenant,295.49,18864.7
Bldg-115684,Atlanta,8215 Roswell Rd,Atlanta,GA,30350,33.978642,-84.349122,Not on Zayo Network,Stubbed,Office - Multi Tenant,485.69,24570.7
Bldg-115689,Atlanta,975 Johnson Ferry Rd,Atlanta,GA,30342,33.9074306,-84.3552526,On Zayo Network,Fiber Only,Hospital,663.94,25934.56
Bldg-115716,Atlanta,75 5th St NW,Atlanta,GA,30308,33.7774462,-84.3890361,On Zayo Network,On-Net,Office - Multi Tenant,496.31,24889.3
Bldg-115717,Atlanta,66 5th St NW,Atlanta,GA,30308,33.7766254,-84.3894041,Not on Zayo Network,Fiber Only,Office - Multi Tenant,604.05,24497.2
Bldg-115720,Atlanta,1115 Northmeadow Pkwy,Roswell,GA,30076,34.0292,-84.3196,Not on Zayo Network,Fiber Only,Office - Multi Tenant,25.06,10751.8
Bldg-115721,Dallas,225 E John Carpenter Fwy,Irving,TX,75062,32.8659117,-96.9395651,Not on Zayo Network,Fiber Only,Office - Multi Tenant,205.22,24313.2
Bldg-115758,Atlanta,6151 Powers Ferry Rd NW,Atlanta,GA,30339,33.9095998,-84.4264117,Not on Zayo Network,On-Net,Office - Multi Tenant,76.77,12303.1
Bldg-115764,Atlanta,2814 Spring Rd SE,Atlanta,GA,30339,33.8831418,-84.4723062,Not on Zayo Network,Fiber Only,Office - Multi Tenant,740.49,27771.76
Bldg-115765,Atlanta,4200 Northside Pkwy NW,Atlanta,GA,30327,33.862772,-84.444834,On Zayo Network,On-Net,Office - Multi Tenant,345.74,20372.2
Bldg-115835,Denver,1100 W 116th Ave,Denver,CO,80234,39.905974,-104.999076,On Zayo Network,Fiber Only,Office - Single Tenant,700.92,33427.6
Bldg-115837,Dallas,17201 Waterview Pkwy,Dallas,TX,75252,32.98445,-96.7572139,On Zayo Network,Fiber Only,Office - Multi Tenant,9180.22,241505.5
Bldg-115696,Atlanta,Glenridge Dr NE & Mt Vernon Oaks Dr NE,Atlanta,GA,30328,33.9251422,-84.3674031,On Zayo Network,Fiber Only,Splice Point,20.37,10611.1
Bldg-115699,Atlanta,11720 Amberpark Dr,Alpharetta,GA,30009,34.0665029,-84.2789335,Not on Zayo Network,Fiber Only,Office - Multi Tenant,4304.15,113299.6
Bldg-131470,Denver,Arapahoe and 17th St,Denver,CO,80293,39.7488,-104.994,On Zayo Network,On-Net,Splice Point,105.44,17144.8
Bldg-129557,Atlanta,3180 Atlanta Rd SE,Smyrna,GA,30080,33.8752528,-84.5073412,Not on Zayo Network,Fiber Only,Office - Multi Tenant,465.71,23971.3
